source_id,sequence,source_name,source_category,local_xml_url,xml_url,feed_url,url_mode,screen,status,incremental_mode,incremental_decision,source_has_history,probe_limit,feed_items_seen,anchor_found,anchor_index,selected_items_for_processing,incremental_warning,total_items,new_items,duplicate_items,screened_items,recommended_items_from_api_response,new_items_recommended,new_event_items,incremental_items,silent_items,failed_items,error_type,error_message,fetch_feed_seconds,llm_basic_screening_seconds,llm_need_matching_seconds,llm_screen_and_match_seconds,screening_mode,llm_call_count,embedding_seconds,lock_wait_seconds,lock_held_seconds,pre_dedupe_lock_wait_seconds,pre_dedupe_lock_held_seconds,commit_lock_wait_seconds,commit_lock_held_seconds,source_total_seconds
videos-norah,142,Norah脱口秀,Videos/最娱乐,,http://127.0.0.1:1200/bilibili/user/video/29404012,http://127.0.0.1:1200/bilibili/user/video/29404012,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-notebooklm-notebooklm,143,NotebookLM(@NotebookLM),SocialMedia,,https://api.xgo.ing/rss/user/221a88341acb475db221a12fed8208d0,https://api.xgo.ing/rss/user/221a88341acb475db221a12fed8208d0,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-notion-notionhq,144,Notion(@NotionHQ),SocialMedia,,https://api.xgo.ing/rss/user/f97a26863aec4425b021720d4f8e4ede,https://api.xgo.ing/rss/user/f97a26863aec4425b021720d4f8e4ede,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-one,145,ONE字幕组,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3220087653.atom,http://127.0.0.1:8003/feed/MP_WXS_3220087653.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,25,False,,25,New source: processing first 25 items as initial baseline (new_source_initial_limit=30).,25,25,0,25,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-openai-developers-openaidevs,146,OpenAI Developers(@OpenAIDevs),SocialMedia,,https://api.xgo.ing/rss/user/971dc1fc90da449bac23e5fad8a33d55,https://api.xgo.ing/rss/user/971dc1fc90da449bac23e5fad8a33d55,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-openai-openai,147,OpenAI(@OpenAI),SocialMedia,,https://api.xgo.ing/rss/user/0c0856a69f9f49cf961018c32a0b0049,https://api.xgo.ing/rss/user/0c0856a69f9f49cf961018c32a0b0049,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-openrouter-openrouterai,148,OpenRouter(@OpenRouterAI),SocialMedia,,https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4,https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-paperweekly,149,PaperWeekly,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3201788143.atom,http://127.0.0.1:8003/feed/MP_WXS_3201788143.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-paradise-lost,150,Paradise Lost,Articles,,https://2890.ltd/feed/,https://2890.ltd/feed/,docker-host,False,success,until_existing,new_source_initial_baseline,False,,10,False,,10,New source: processing first 10 items as initial baseline (new_source_initial_limit=30).,10,10,0,10,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-patrick-loeber-patloeber,151,Patrick Loeber(@patloeber),SocialMedia,,https://api.xgo.ing/rss/user/c65c68f3713747bba863f92d6b5e996f,https://api.xgo.ing/rss/user/c65c68f3713747bba863f92d6b5e996f,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-paul-couvert-itspaulai,152,Paul Couvert(@itsPaulAi),SocialMedia,,https://api.xgo.ing/rss/user/b9912ac9a29042cf8c834419dc44cb1f,https://api.xgo.ing/rss/user/b9912ac9a29042cf8c834419dc44cb1f,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-paul-graham-paulg,153,Paul Graham(@paulg),SocialMedia,,https://api.xgo.ing/rss/user/900549ddadf04e839d3f7a17ebaba3fc,https://api.xgo.ing/rss/user/900549ddadf04e839d3f7a17ebaba3fc,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-perplexity-perplexity-ai,154,Perplexity(@perplexity_ai),SocialMedia,,https://api.xgo.ing/rss/user/fdd601ea751949e7bec9e4cdad7c8e6c,https://api.xgo.ing/rss/user/fdd601ea751949e7bec9e4cdad7c8e6c,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-philipp-schmid-philschmid,155,Philipp Schmid(@_philschmid),SocialMedia,,https://api.xgo.ing/rss/user/ce352bbf72e44033985bc756db2ee0e2,https://api.xgo.ing/rss/user/ce352bbf72e44033985bc756db2ee0e2,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-pika-pika-labs,156,Pika(@pika_labs),SocialMedia,,https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119,https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-podnews-daily-podcast-industry-news,157,Podnews Daily - podcast industry news,Articles,,https://podnews.net/rss,https://podnews.net/rss,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-poe-poe-platform,158,Poe(@poe_platform),SocialMedia,,https://api.xgo.ing/rss/user/17687b1051204b2dbaed4ea4c9178f28,https://api.xgo.ing/rss/user/17687b1051204b2dbaed4ea4c9178f28,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-qdrant-qdrant-engine,159,Qdrant(@qdrant_engine),SocialMedia,,https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06,https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-qwen-alibaba-qwen,160,Qwen(@Alibaba_Qwen),SocialMedia,,https://api.xgo.ing/rss/user/80032d016d654eb4afe741ff34b7643d,https://api.xgo.ing/rss/user/80032d016d654eb4afe741ff34b7643d,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-ray-dalio-raydalio,161,Ray Dalio(@RayDalio),SocialMedia,,https://api.xgo.ing/rss/user/4838204097ed422eac24ad48e68dc3ff,https://api.xgo.ing/rss/user/4838204097ed422eac24ad48e68dc3ff,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-recraft-recraftai,162,Recraft(@recraftai),SocialMedia,,https://api.xgo.ing/rss/user/acc648327c614d9b985b9fc3d737165b,https://api.xgo.ing/rss/user/acc648327c614d9b985b9fc3d737165b,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-replicate-replicate,163,Replicate(@replicate),SocialMedia,,https://api.xgo.ing/rss/user/12eba9c3db4940c5ab2a72bd00f9ff2c,https://api.xgo.ing/rss/user/12eba9c3db4940c5ab2a72bd00f9ff2c,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-replit-replit,164,Replit ⠕(@Replit),SocialMedia,,https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf,https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-richard-socher-richardsocher,165,Richard Socher(@RichardSocher),SocialMedia,,https://api.xgo.ing/rss/user/4d2d4165a7524217a08d3f57f27fa190,https://api.xgo.ing/rss/user/4d2d4165a7524217a08d3f57f27fa190,docker-host,False,success,until_existing,new_source_initial_baseline,False,,21,False,,21,New source: processing first 21 items as initial baseline (new_source_initial_limit=30).,21,21,0,21,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-rolen-s-blog,166,Rolen's Blog,Articles/个人博客-人生,,https://rolen.wiki/feed/,https://rolen.wiki/feed/,docker-host,False,success,until_existing,new_source_initial_baseline,False,,10,False,,10,New source: processing first 10 items as initial baseline (new_source_initial_limit=30).,10,10,0,10,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-rowan-cheung-rowancheung,167,Rowan Cheung(@rowancheung),SocialMedia,,https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614,https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-runway-runwayml,168,Runway(@runwayml),SocialMedia,,https://api.xgo.ing/rss/user/e6bb4f612dd24db5bc1a6811e6dd5820,https://api.xgo.ing/rss/user/e6bb4f612dd24db5bc1a6811e6dd5820,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-sahil-lavingia-shl,169,Sahil Lavingia(@shl),SocialMedia,,https://api.xgo.ing/rss/user/baad3713defe4182844d2756b4c2c9ed,https://api.xgo.ing/rss/user/baad3713defe4182844d2756b4c2c9ed,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-sam-altman-sama,170,Sam Altman(@sama),SocialMedia,,https://api.xgo.ing/rss/user/e30d4cd223f44bed9d404807105c8927,https://api.xgo.ing/rss/user/e30d4cd223f44bed9d404807105c8927,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-satya-nadella-satyanadella,171,Satya Nadella(@satyanadella),SocialMedia,,https://api.xgo.ing/rss/user/baa68dbd9a9e461a96fd9b2e3f35dcbf,https://api.xgo.ing/rss/user/baa68dbd9a9e461a96fd9b2e3f35dcbf,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-scott-wu-scottwu46,172,Scott Wu(@ScottWu46),SocialMedia,,https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86,https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-simon-willison-simonw,173,Simon Willison(@simonw),SocialMedia,,https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57,https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-skywork-skywork-ai,174,Skywork(@Skywork_ai),SocialMedia,,https://api.xgo.ing/rss/user/6d7d398dd80b48d79669c92745d32cf6,https://api.xgo.ing/rss/user/6d7d398dd80b48d79669c92745d32cf6,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-stanford-ai-lab-stanfordailab,175,Stanford AI Lab(@StanfordAILab),SocialMedia,,https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92,https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92,docker-host,False,success,until_existing,new_source_initial_baseline,False,,9,False,,9,New source: processing first 9 items as initial baseline (new_source_initial_limit=30).,9,9,0,9,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-staryuhen,176,StarYuhen,Articles,,https://www.yuhenm.top/feed/,https://www.yuhenm.top/feed/,docker-host,False,failed,,,,,,,,,,0,0,0,0,0,unknown,0,0,0,0,unknown,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_http_error"", ""message"": ""HTTP Error 403: Forbidden"", ""retryable"": true, ""source_id"": ""articles-staryuhen"", ""feed_url"": ""https://www.yuhenm.top/feed/""}, ""run"": {""run_id"": ""rss_20260516_082137_290559_articles-staryuhen"", ""source_id"": ""articles-staryuhen"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:37.290559+00:00"", ""finished_at"": ""2026-05-16T08:21:38.954224+00:00"", ""duration_ms"": 1664, ""duration_seconds"": 1.664, ""error_code"": ""rss_fetch_http_error"", ""error_message"": ""HTTP Error 403: Forbidden"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_cod",,,,,,,,0,0,0,0,0,0,
socialmedia-sualeh-asif-sualehasif996,177,Sualeh Asif(@sualehasif996),SocialMedia,,https://api.xgo.ing/rss/user/fafa6df3c67644b1a367a177240e0173,https://api.xgo.ing/rss/user/fafa6df3c67644b1a367a177240e0173,docker-host,False,success,until_existing,new_source_initial_baseline,False,,13,False,,13,New source: processing first 13 items as initial baseline (new_source_initial_limit=30).,13,13,0,13,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-suhail-suhail,178,Suhail(@Suhail),SocialMedia,,https://api.xgo.ing/rss/user/c961547e08df4396b3ab69367a07a1cd,https://api.xgo.ing/rss/user/c961547e08df4396b3ab69367a07a1cd,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-sundar-pichai-sundarpichai,179,Sundar Pichai(@sundarpichai),SocialMedia,,https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f,https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
videos-super,180,Super也好君,Videos/最娱乐,,http://127.0.0.1:1200/bilibili/user/video/1372433,http://127.0.0.1:1200/bilibili/user/video/1372433,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-taranjeet-taranjeetio,181,Taranjeet(@taranjeetio),SocialMedia,,https://api.xgo.ing/rss/user/2de92402f4a24c90bb27e7580b93a878,https://api.xgo.ing/rss/user/2de92402f4a24c90bb27e7580b93a878,docker-host,False,success,until_existing,new_source_initial_baseline,False,,27,False,,27,New source: processing first 27 items as initial baseline (new_source_initial_limit=30).,27,27,0,27,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-the-rundown-ai-therundownai,182,The Rundown AI(@TheRundownAI),SocialMedia,,https://api.xgo.ing/rss/user/83b1ea38940b4a1d81ea57d1ffb12ad7,https://api.xgo.ing/rss/user/83b1ea38940b4a1d81ea57d1ffb12ad7,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-thomas-wolf-thom-wolf,183,Thomas Wolf(@Thom_Wolf),SocialMedia,,https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09,https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-tinyfool,184,Tinyfool的个人网站,Articles/社评,,https://codechina.org/feed/,https://codechina.org/feed/,docker-host,False,success,until_existing,new_source_initial_baseline,False,,10,False,,10,New source: processing first 10 items as initial baseline (new_source_initial_limit=30).,10,10,0,10,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-twitter-pietro-schirano,185,Twitter @Pietro Schirano,SocialMedia,,http://127.0.0.1:1200/twitter/user/skirano,http://127.0.0.1:1200/twitter/user/skirano,docker-host,False,failed,,,,,,,,,,0,0,0,0,0,unknown,0,0,0,0,rsshub_503,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-pietro-schirano"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/skirano""}, ""run"": {""run_id"": ""rss_20260516_082146_477960_socialmedia-twitter-pietro-schirano"", ""source_id"": ""socialmedia-twitter-pietro-schirano"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:46.477960+00:00"", ""finished_at"": ""2026-05-16T08:21:46.598258+00:00"", ""duration_ms"": 120, ""duration_seconds"": 0.12, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_",,,,,,,,0,0,0,0,0,0,
socialmedia-twitter-theo-t3-gg,186,Twitter @Theo - t3.gg,SocialMedia,,http://127.0.0.1:1200/twitter/user/theo,http://127.0.0.1:1200/twitter/user/theo,docker-host,False,failed,,,,,,,,,,0,0,0,0,0,unknown,0,0,0,0,rsshub_503,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-theo-t3-gg"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/theo""}, ""run"": {""run_id"": ""rss_20260516_082147_480345_socialmedia-twitter-theo-t3-gg"", ""source_id"": ""socialmedia-twitter-theo-t3-gg"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:47.480345+00:00"", ""finished_at"": ""2026-05-16T08:21:47.509264+00:00"", ""duration_ms"": 29, ""duration_seconds"": 0.029, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""increment",,,,,,,,0,0,0,0,0,0,
socialmedia-twitter-tom-huang,187,Twitter @Tom Huang,SocialMedia,,http://127.0.0.1:1200/twitter/user/tuturetom,http://127.0.0.1:1200/twitter/user/tuturetom,docker-host,False,failed,,,,,,,,,,0,0,0,0,0,unknown,0,0,0,0,rsshub_503,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-tom-huang"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/tuturetom""}, ""run"": {""run_id"": ""rss_20260516_082148_491098_socialmedia-twitter-tom-huang"", ""source_id"": ""socialmedia-twitter-tom-huang"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:48.491098+00:00"", ""finished_at"": ""2026-05-16T08:21:48.504174+00:00"", ""duration_ms"": 13, ""duration_seconds"": 0.013, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""increme",,,,,,,,0,0,0,0,0,0,
socialmedia-twitter-tw93,188,Twitter @Tw93,SocialMedia,,http://127.0.0.1:1200/twitter/user/HiTw93,http://127.0.0.1:1200/twitter/user/HiTw93,docker-host,False,failed,,,,,,,,,,0,0,0,0,0,unknown,0,0,0,0,rsshub_503,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-tw93"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/HiTw93""}, ""run"": {""run_id"": ""rss_20260516_082149_499715_socialmedia-twitter-tw93"", ""source_id"": ""socialmedia-twitter-tw93"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:49.499715+00:00"", ""finished_at"": ""2026-05-16T08:21:49.512247+00:00"", ""duration_ms"": 13, ""duration_seconds"": 0.013, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": nu",,,,,,,,0,0,0,0,0,0,
socialmedia-twitter-ginobefun,189,Twitter @ginobefun,SocialMedia,,http://127.0.0.1:1200/twitter/user/hongming731,http://127.0.0.1:1200/twitter/user/hongming731,docker-host,False,failed,,,,,,,,,,0,0,0,0,0,unknown,0,0,0,0,rsshub_503,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-ginobefun"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/hongming731""}, ""run"": {""run_id"": ""rss_20260516_082150_509415_socialmedia-twitter-ginobefun"", ""source_id"": ""socialmedia-twitter-ginobefun"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:50.509415+00:00"", ""finished_at"": ""2026-05-16T08:21:50.519080+00:00"", ""duration_ms"": 10, ""duration_seconds"": 0.01, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""increm",,,,,,,,0,0,0,0,0,0,
socialmedia-varun-mohan-mohansolo,190,Varun Mohan(@_mohansolo),SocialMedia,,https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703,https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703,docker-host,False,success,until_existing,new_source_initial_baseline,False,,29,False,,29,New source: processing first 29 items as initial baseline (new_source_initial_limit=30).,29,29,0,29,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
