source_id,sequence,source_name,source_category,local_xml_url,xml_url,feed_url,url_mode,screen,status,total_items,new_items,duplicate_items,screened_items,recommended_items_from_api_response,new_items_recommended,new_event_items,incremental_items,silent_items,failed_items,error_type,error_message
"{""feed_url"": ""https://api.xgo.ing/rss/user/f54b2b40185943ce8f48a880110b7bc2"", ""local_xml_url"": """", ""row_index"": 144, ""source_category"": ""SocialMedia"", ""source_name"": ""Binyuan Hui(@huybery)"", ""xml_url"": ""https://api.xgo.ing/rss/user/f54b2b40185943ce8f48a880110b7bc2""}",143,Binyuan Hui(@huybery),SocialMedia,,https://api.xgo.ing/rss/user/f54b2b40185943ce8f48a880110b7bc2,https://api.xgo.ing/rss/user/f54b2b40185943ce8f48a880110b7bc2,docker-host,True,success,3,2,1,2,1,unknown,0,0,3,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/462aa134ed914f98b3491680ad9b36ed"", ""local_xml_url"": """", ""row_index"": 145, ""source_category"": ""SocialMedia"", ""source_name"": ""cohere(@cohere)"", ""xml_url"": ""https://api.xgo.ing/rss/user/462aa134ed914f98b3491680ad9b36ed""}",144,cohere(@cohere),SocialMedia,,https://api.xgo.ing/rss/user/462aa134ed914f98b3491680ad9b36ed,https://api.xgo.ing/rss/user/462aa134ed914f98b3491680ad9b36ed,docker-host,True,success,3,2,1,2,3,unknown,1,1,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4"", ""local_xml_url"": """", ""row_index"": 146, ""source_category"": ""SocialMedia"", ""source_name"": ""Aman Sanger(@amanrsanger)"", ""xml_url"": ""https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4""}",145,Aman Sanger(@amanrsanger),SocialMedia,,https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4,https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57"", ""local_xml_url"": """", ""row_index"": 147, ""source_category"": ""SocialMedia"", ""source_name"": ""Simon Willison(@simonw)"", ""xml_url"": ""https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57""}",146,Simon Willison(@simonw),SocialMedia,,https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57,https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/61f4b78554fb4b8fa5653ec5d924d15a"", ""local_xml_url"": """", ""row_index"": 148, ""source_category"": ""SocialMedia"", ""source_name"": ""Microsoft Research(@MSFTResearch)"", ""xml_url"": ""https://api.xgo.ing/rss/user/61f4b78554fb4b8fa5653ec5d924d15a""}",147,Microsoft Research(@MSFTResearch),SocialMedia,,https://api.xgo.ing/rss/user/61f4b78554fb4b8fa5653ec5d924d15a,https://api.xgo.ing/rss/user/61f4b78554fb4b8fa5653ec5d924d15a,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/f5f4f928dede472ea55053672ad27ab6"", ""local_xml_url"": """", ""row_index"": 149, ""source_category"": ""SocialMedia"", ""source_name"": ""Yann LeCun(@ylecun)"", ""xml_url"": ""https://api.xgo.ing/rss/user/f5f4f928dede472ea55053672ad27ab6""}",148,Yann LeCun(@ylecun),SocialMedia,,https://api.xgo.ing/rss/user/f5f4f928dede472ea55053672ad27ab6,https://api.xgo.ing/rss/user/f5f4f928dede472ea55053672ad27ab6,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/082097117b4543e9a741cd2580f936d3"", ""local_xml_url"": """", ""row_index"": 150, ""source_category"": ""SocialMedia"", ""source_name"": ""Junyang Lin(@JustinLin610)"", ""xml_url"": ""https://api.xgo.ing/rss/user/082097117b4543e9a741cd2580f936d3""}",149,Junyang Lin(@JustinLin610),SocialMedia,,https://api.xgo.ing/rss/user/082097117b4543e9a741cd2580f936d3,https://api.xgo.ing/rss/user/082097117b4543e9a741cd2580f936d3,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df"", ""local_xml_url"": """", ""row_index"": 151, ""source_category"": ""SocialMedia"", ""source_name"": ""Alex Albert(@alexalbert__)"", ""xml_url"": ""https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df""}",150,Alex Albert(@alexalbert__),SocialMedia,,https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df,https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2"", ""local_xml_url"": """", ""row_index"": 152, ""source_category"": ""SocialMedia"", ""source_name"": ""Aravind Srinivas(@AravSrinivas)"", ""xml_url"": ""https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2""}",151,Aravind Srinivas(@AravSrinivas),SocialMedia,,https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2,https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/71ffd342cb5d478185ef7d55bdfca011"", ""local_xml_url"": """", ""row_index"": 153, ""source_category"": ""SocialMedia"", ""source_name"": ""Genspark(@genspark_ai)"", ""xml_url"": ""https://api.xgo.ing/rss/user/71ffd342cb5d478185ef7d55bdfca011""}",152,Genspark(@genspark_ai),SocialMedia,,https://api.xgo.ing/rss/user/71ffd342cb5d478185ef7d55bdfca011,https://api.xgo.ing/rss/user/71ffd342cb5d478185ef7d55bdfca011,docker-host,True,success,3,2,1,2,1,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/af19d054e26a49129f23abfa82d9e268"", ""local_xml_url"": """", ""row_index"": 154, ""source_category"": ""SocialMedia"", ""source_name"": ""Greg Brockman(@gdb)"", ""xml_url"": ""https://api.xgo.ing/rss/user/af19d054e26a49129f23abfa82d9e268""}",153,Greg Brockman(@gdb),SocialMedia,,https://api.xgo.ing/rss/user/af19d054e26a49129f23abfa82d9e268,https://api.xgo.ing/rss/user/af19d054e26a49129f23abfa82d9e268,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/931d6e88e067496cac6bf23f69d60f33"", ""local_xml_url"": """", ""row_index"": 155, ""source_category"": ""SocialMedia"", ""source_name"": ""elvis(@omarsar0)"", ""xml_url"": ""https://api.xgo.ing/rss/user/931d6e88e067496cac6bf23f69d60f33""}",154,elvis(@omarsar0),SocialMedia,,https://api.xgo.ing/rss/user/931d6e88e067496cac6bf23f69d60f33,https://api.xgo.ing/rss/user/931d6e88e067496cac6bf23f69d60f33,docker-host,True,success,3,2,1,2,3,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/4de0bd2d5cef4333a0260dc8157054a7"", ""local_xml_url"": """", ""row_index"": 156, ""source_category"": ""SocialMedia"", ""source_name"": ""Google AI(@GoogleAI)"", ""xml_url"": ""https://api.xgo.ing/rss/user/4de0bd2d5cef4333a0260dc8157054a7""}",155,Google AI(@GoogleAI),SocialMedia,,https://api.xgo.ing/rss/user/4de0bd2d5cef4333a0260dc8157054a7,https://api.xgo.ing/rss/user/4de0bd2d5cef4333a0260dc8157054a7,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/67e259bd5be544ce84bbc867eace54c2"", ""local_xml_url"": """", ""row_index"": 157, ""source_category"": ""SocialMedia"", ""source_name"": ""LlamaIndex &#129433;(@llama_index)"", ""xml_url"": ""https://api.xgo.ing/rss/user/67e259bd5be544ce84bbc867eace54c2""}",156,LlamaIndex &#129433;(@llama_index),SocialMedia,,https://api.xgo.ing/rss/user/67e259bd5be544ce84bbc867eace54c2,https://api.xgo.ing/rss/user/67e259bd5be544ce84bbc867eace54c2,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/b3d904c0d7c446558ef3a1e7f2eb362b"", ""local_xml_url"": """", ""row_index"": 158, ""source_category"": ""SocialMedia"", ""source_name"": ""Jerry Liu(@jerryjliu0)"", ""xml_url"": ""https://api.xgo.ing/rss/user/b3d904c0d7c446558ef3a1e7f2eb362b""}",157,Jerry Liu(@jerryjliu0),SocialMedia,,https://api.xgo.ing/rss/user/b3d904c0d7c446558ef3a1e7f2eb362b,https://api.xgo.ing/rss/user/b3d904c0d7c446558ef3a1e7f2eb362b,docker-host,True,success,3,2,1,2,3,unknown,1,1,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/63316630d94543f5a6480f230f483008"", ""local_xml_url"": """", ""row_index"": 159, ""source_category"": ""SocialMedia"", ""source_name"": ""Marc Andreessen &#127482;&#127480;(@pmarca)"", ""xml_url"": ""https://api.xgo.ing/rss/user/63316630d94543f5a6480f230f483008""}",158,Marc Andreessen &#127482;&#127480;(@pmarca),SocialMedia,,https://api.xgo.ing/rss/user/63316630d94543f5a6480f230f483008,https://api.xgo.ing/rss/user/63316630d94543f5a6480f230f483008,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/58894bf2934a426ca833c682da2bc810"", ""local_xml_url"": """", ""row_index"": 160, ""source_category"": ""SocialMedia"", ""source_name"": ""Justin Welsh(@thejustinwelsh)"", ""xml_url"": ""https://api.xgo.ing/rss/user/58894bf2934a426ca833c682da2bc810""}",159,Justin Welsh(@thejustinwelsh),SocialMedia,,https://api.xgo.ing/rss/user/58894bf2934a426ca833c682da2bc810,https://api.xgo.ing/rss/user/58894bf2934a426ca833c682da2bc810,docker-host,True,success,3,2,1,2,1,unknown,0,0,3,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119"", ""local_xml_url"": """", ""row_index"": 161, ""source_category"": ""SocialMedia"", ""source_name"": ""Pika(@pika_labs)"", ""xml_url"": ""https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119""}",160,Pika(@pika_labs),SocialMedia,,https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119,https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f"", ""local_xml_url"": """", ""row_index"": 162, ""source_category"": ""SocialMedia"", ""source_name"": ""Sundar Pichai(@sundarpichai)"", ""xml_url"": ""https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f""}",161,Sundar Pichai(@sundarpichai),SocialMedia,,https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f,https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/639cd13d44284e10ac89fbd1c5399767"", ""local_xml_url"": """", ""row_index"": 163, ""source_category"": ""SocialMedia"", ""source_name"": ""Lovable(@lovable_dev)"", ""xml_url"": ""https://api.xgo.ing/rss/user/639cd13d44284e10ac89fbd1c5399767""}",162,Lovable(@lovable_dev),SocialMedia,,https://api.xgo.ing/rss/user/639cd13d44284e10ac89fbd1c5399767,https://api.xgo.ing/rss/user/639cd13d44284e10ac89fbd1c5399767,docker-host,True,success,3,2,1,2,1,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/66a6b39ddcfa42e39621e0ab293c1bdd"", ""local_xml_url"": """", ""row_index"": 164, ""source_category"": ""SocialMedia"", ""source_name"": ""cat(@_catwu)"", ""xml_url"": ""https://api.xgo.ing/rss/user/66a6b39ddcfa42e39621e0ab293c1bdd""}",163,cat(@_catwu),SocialMedia,,https://api.xgo.ing/rss/user/66a6b39ddcfa42e39621e0ab293c1bdd,https://api.xgo.ing/rss/user/66a6b39ddcfa42e39621e0ab293c1bdd,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1"", ""local_xml_url"": """", ""row_index"": 165, ""source_category"": ""SocialMedia"", ""source_name"": ""Anton Osika – eu/acc(@antonosika)"", ""xml_url"": ""https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1""}",164,Anton Osika – eu/acc(@antonosika),SocialMedia,,https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1,https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1,docker-host,True,success,3,2,1,2,1,unknown,0,0,3,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf"", ""local_xml_url"": """", ""row_index"": 166, ""source_category"": ""SocialMedia"", ""source_name"": ""Replit ⠕(@Replit)"", ""xml_url"": ""https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf""}",165,Replit ⠕(@Replit),SocialMedia,,https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf,https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/be74da51698d4cefb12b39830d6cd201"", ""local_xml_url"": """", ""row_index"": 167, ""source_category"": ""SocialMedia"", ""source_name"": ""FlowiseAI(@FlowiseAI)"", ""xml_url"": ""https://api.xgo.ing/rss/user/be74da51698d4cefb12b39830d6cd201""}",166,FlowiseAI(@FlowiseAI),SocialMedia,,https://api.xgo.ing/rss/user/be74da51698d4cefb12b39830d6cd201,https://api.xgo.ing/rss/user/be74da51698d4cefb12b39830d6cd201,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/f3fedf817599470dbf8d8d11f0872475"", ""local_xml_url"": """", ""row_index"": 168, ""source_category"": ""SocialMedia"", ""source_name"": ""a16z(@a16z)"", ""xml_url"": ""https://api.xgo.ing/rss/user/f3fedf817599470dbf8d8d11f0872475""}",167,a16z(@a16z),SocialMedia,,https://api.xgo.ing/rss/user/f3fedf817599470dbf8d8d11f0872475,https://api.xgo.ing/rss/user/f3fedf817599470dbf8d8d11f0872475,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/ca2fa444b6ea4b8b974fe148056e497a"", ""local_xml_url"": """", ""row_index"": 169, ""source_category"": ""SocialMedia"", ""source_name"": ""李继刚(@lijigang_com)"", ""xml_url"": ""https://api.xgo.ing/rss/user/ca2fa444b6ea4b8b974fe148056e497a""}",168,李继刚(@lijigang_com),SocialMedia,,https://api.xgo.ing/rss/user/ca2fa444b6ea4b8b974fe148056e497a,https://api.xgo.ing/rss/user/ca2fa444b6ea4b8b974fe148056e497a,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/f510f6e7eecf456ca7e2895a46752888"", ""local_xml_url"": """", ""row_index"": 170, ""source_category"": ""SocialMedia"", ""source_name"": ""Jina AI(@JinaAI_)"", ""xml_url"": ""https://api.xgo.ing/rss/user/f510f6e7eecf456ca7e2895a46752888""}",169,Jina AI(@JinaAI_),SocialMedia,,https://api.xgo.ing/rss/user/f510f6e7eecf456ca7e2895a46752888,https://api.xgo.ing/rss/user/f510f6e7eecf456ca7e2895a46752888,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/dbf37973e6fc4eae91d4be9669a78fc7"", ""local_xml_url"": """", ""row_index"": 171, ""source_category"": ""SocialMedia"", ""source_name"": ""v0(@v0)"", ""xml_url"": ""https://api.xgo.ing/rss/user/dbf37973e6fc4eae91d4be9669a78fc7""}",170,v0(@v0),SocialMedia,,https://api.xgo.ing/rss/user/dbf37973e6fc4eae91d4be9669a78fc7,https://api.xgo.ing/rss/user/dbf37973e6fc4eae91d4be9669a78fc7,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524"", ""local_xml_url"": """", ""row_index"": 172, ""source_category"": ""SocialMedia"", ""source_name"": ""Andrej Karpathy(@karpathy)"", ""xml_url"": ""https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524""}",171,Andrej Karpathy(@karpathy),SocialMedia,,https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524,https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/a4bfe44bfc0d4c949da21ebd3f5f42a5"", ""local_xml_url"": """", ""row_index"": 173, ""source_category"": ""SocialMedia"", ""source_name"": ""Fei-Fei Li(@drfeifei)"", ""xml_url"": ""https://api.xgo.ing/rss/user/a4bfe44bfc0d4c949da21ebd3f5f42a5""}",172,Fei-Fei Li(@drfeifei),SocialMedia,,https://api.xgo.ing/rss/user/a4bfe44bfc0d4c949da21ebd3f5f42a5,https://api.xgo.ing/rss/user/a4bfe44bfc0d4c949da21ebd3f5f42a5,docker-host,True,success,3,2,1,2,1,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177"", ""local_xml_url"": """", ""row_index"": 174, ""source_category"": ""SocialMedia"", ""source_name"": ""DeepLearning.AI(@DeepLearningAI)"", ""xml_url"": ""https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177""}",173,DeepLearning.AI(@DeepLearningAI),SocialMedia,,https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177,https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614"", ""local_xml_url"": """", ""row_index"": 175, ""source_category"": ""SocialMedia"", ""source_name"": ""Rowan Cheung(@rowancheung)"", ""xml_url"": ""https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614""}",174,Rowan Cheung(@rowancheung),SocialMedia,,https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614,https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/a7be8b61a1264ea7984abfaea3eff686"", ""local_xml_url"": """", ""row_index"": 176, ""source_category"": ""SocialMedia"", ""source_name"": ""Latent.Space(@latentspacepod)"", ""xml_url"": ""https://api.xgo.ing/rss/user/a7be8b61a1264ea7984abfaea3eff686""}",175,Latent.Space(@latentspacepod),SocialMedia,,https://api.xgo.ing/rss/user/a7be8b61a1264ea7984abfaea3eff686,https://api.xgo.ing/rss/user/a7be8b61a1264ea7984abfaea3eff686,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/a719880fe66e4156a111187f50dae91b"", ""local_xml_url"": """", ""row_index"": 177, ""source_category"": ""SocialMedia"", ""source_name"": ""Ideogram(@ideogram_ai)"", ""xml_url"": ""https://api.xgo.ing/rss/user/a719880fe66e4156a111187f50dae91b""}",176,Ideogram(@ideogram_ai),SocialMedia,,https://api.xgo.ing/rss/user/a719880fe66e4156a111187f50dae91b,https://api.xgo.ing/rss/user/a719880fe66e4156a111187f50dae91b,docker-host,True,success,3,2,1,2,3,unknown,1,1,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a"", ""local_xml_url"": """", ""row_index"": 178, ""source_category"": ""SocialMedia"", ""source_name"": ""Demis Hassabis(@demishassabis)"", ""xml_url"": ""https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a""}",177,Demis Hassabis(@demishassabis),SocialMedia,,https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a,https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7"", ""local_xml_url"": """", ""row_index"": 179, ""source_category"": ""SocialMedia"", ""source_name"": ""Cognition(@cognition_labs)"", ""xml_url"": ""https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7""}",178,Cognition(@cognition_labs),SocialMedia,,https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7,https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/a3eb6beb2d894da3a9b7ab6d2e46790e"", ""local_xml_url"": """", ""row_index"": 180, ""source_category"": ""SocialMedia"", ""source_name"": ""andrew chen(@andrewchen)"", ""xml_url"": ""https://api.xgo.ing/rss/user/a3eb6beb2d894da3a9b7ab6d2e46790e""}",179,andrew chen(@andrewchen),SocialMedia,,https://api.xgo.ing/rss/user/a3eb6beb2d894da3a9b7ab6d2e46790e,https://api.xgo.ing/rss/user/a3eb6beb2d894da3a9b7ab6d2e46790e,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/05f1492e43514dc3862a076d3697c390"", ""local_xml_url"": """", ""row_index"": 181, ""source_category"": ""SocialMedia"", ""source_name"": ""NVIDIA AI(@NVIDIAAI)"", ""xml_url"": ""https://api.xgo.ing/rss/user/05f1492e43514dc3862a076d3697c390""}",180,NVIDIA AI(@NVIDIAAI),SocialMedia,,https://api.xgo.ing/rss/user/05f1492e43514dc3862a076d3697c390,https://api.xgo.ing/rss/user/05f1492e43514dc3862a076d3697c390,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92"", ""local_xml_url"": """", ""row_index"": 182, ""source_category"": ""SocialMedia"", ""source_name"": ""Stanford AI Lab(@StanfordAILab)"", ""xml_url"": ""https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92""}",181,Stanford AI Lab(@StanfordAILab),SocialMedia,,https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92,https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703"", ""local_xml_url"": """", ""row_index"": 183, ""source_category"": ""SocialMedia"", ""source_name"": ""Varun Mohan(@_mohansolo)"", ""xml_url"": ""https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703""}",182,Varun Mohan(@_mohansolo),SocialMedia,,https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703,https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703,docker-host,True,success,3,2,1,2,1,unknown,0,0,3,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/4f63d960de644aeebd0aa97e4994dafe"", ""local_xml_url"": """", ""row_index"": 184, ""source_category"": ""SocialMedia"", ""source_name"": ""Logan Kilpatrick(@OfficialLoganK)"", ""xml_url"": ""https://api.xgo.ing/rss/user/4f63d960de644aeebd0aa97e4994dafe""}",183,Logan Kilpatrick(@OfficialLoganK),SocialMedia,,https://api.xgo.ing/rss/user/4f63d960de644aeebd0aa97e4994dafe,https://api.xgo.ing/rss/user/4f63d960de644aeebd0aa97e4994dafe,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06"", ""local_xml_url"": """", ""row_index"": 185, ""source_category"": ""SocialMedia"", ""source_name"": ""Qdrant(@qdrant_engine)"", ""xml_url"": ""https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06""}",184,Qdrant(@qdrant_engine),SocialMedia,,https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06,https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4"", ""local_xml_url"": """", ""row_index"": 186, ""source_category"": ""SocialMedia"", ""source_name"": ""OpenRouter(@OpenRouterAI)"", ""xml_url"": ""https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4""}",185,OpenRouter(@OpenRouterAI),SocialMedia,,https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4,https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4,docker-host,True,success,3,2,1,2,2,unknown,1,0,2,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09"", ""local_xml_url"": """", ""row_index"": 187, ""source_category"": ""SocialMedia"", ""source_name"": ""Thomas Wolf(@Thom_Wolf)"", ""xml_url"": ""https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09""}",186,Thomas Wolf(@Thom_Wolf),SocialMedia,,https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09,https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/94bb691baeff461686326af619beb116"", ""local_xml_url"": """", ""row_index"": 188, ""source_category"": ""SocialMedia"", ""source_name"": ""mem0(@mem0ai)"", ""xml_url"": ""https://api.xgo.ing/rss/user/94bb691baeff461686326af619beb116""}",187,mem0(@mem0ai),SocialMedia,,https://api.xgo.ing/rss/user/94bb691baeff461686326af619beb116,https://api.xgo.ing/rss/user/94bb691baeff461686326af619beb116,docker-host,True,success,3,2,1,2,2,unknown,2,0,1,0,,
"{""feed_url"": ""https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86"", ""local_xml_url"": """", ""row_index"": 189, ""source_category"": ""SocialMedia"", ""source_name"": ""Scott Wu(@ScottWu46)"", ""xml_url"": ""https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86""}",188,Scott Wu(@ScottWu46),SocialMedia,,https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86,https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86,docker-host,True,success,3,2,1,2,3,unknown,2,0,1,0,,
