sequence,source_id,source_name,source_category,local_xml_url,xml_url,feed_url,url_mode,url_source,screen,row_index,status,priority
13,"{""feed_url"": ""http://host.docker.internal:1200/sspai/index"", ""local_xml_url"": ""http://127.0.0.1:1200/sspai/index"", ""row_index"": 14, ""source_category"": ""优质信息源"", ""source_name"": ""少数派"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/sspai/index""}",少数派,优质信息源,http://127.0.0.1:1200/sspai/index,https://macmini-rsshub.tail99ecfa.ts.net/sspai/index,http://host.docker.internal:1200/sspai/index,docker-host,local_xml_url,False,14,dead,P2
14,"{""feed_url"": ""http://host.docker.internal:1200/sspai/matrix"", ""local_xml_url"": ""http://127.0.0.1:1200/sspai/matrix"", ""row_index"": 15, ""source_category"": ""优质信息源"", ""source_name"": ""少数派 -- Matrix"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/sspai/matrix""}",少数派 -- Matrix,优质信息源,http://127.0.0.1:1200/sspai/matrix,https://macmini-rsshub.tail99ecfa.ts.net/sspai/matrix,http://host.docker.internal:1200/sspai/matrix,docker-host,local_xml_url,False,15,dead,P2
15,"{""feed_url"": ""https://www.experimental-history.com/feed"", ""local_xml_url"": """", ""row_index"": 16, ""source_category"": ""Articles"", ""source_name"": ""Experimental History"", ""xml_url"": ""https://www.experimental-history.com/feed""}",Experimental History,Articles,,https://www.experimental-history.com/feed,https://www.experimental-history.com/feed,docker-host,xml_url,False,16,active,P2
16,"{""feed_url"": ""https://www.remoteworkprep.com/blog?format=rss"", ""local_xml_url"": """", ""row_index"": 17, ""source_category"": ""Articles"", ""source_name"": ""Blog - Remote Work Prep"", ""xml_url"": ""https://www.remoteworkprep.com/blog?format=rss""}",Blog - Remote Work Prep,Articles,,https://www.remoteworkprep.com/blog?format=rss,https://www.remoteworkprep.com/blog?format=rss,docker-host,xml_url,False,17,active,P2
17,"{""feed_url"": ""https://www.eva-all.com/news/feed/"", ""local_xml_url"": """", ""row_index"": 18, ""source_category"": ""Articles"", ""source_name"": ""EVANGELION:ALL"", ""xml_url"": ""https://www.eva-all.com/news/feed/""}",EVANGELION:ALL,Articles,,https://www.eva-all.com/news/feed/,https://www.eva-all.com/news/feed/,docker-host,xml_url,False,18,active,P2
18,"{""feed_url"": ""http://host.docker.internal:1200/xiaoyuzhou/podcast/62694abdb221dd5908417d1e"", ""local_xml_url"": ""http://127.0.0.1:1200/xiaoyuzhou/podcast/62694abdb221dd5908417d1e"", ""row_index"": 19, ""source_category"": ""Articles"", ""source_name"": ""纵横四海"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/62694abdb221dd5908417d1e""}",纵横四海,Articles,http://127.0.0.1:1200/xiaoyuzhou/podcast/62694abdb221dd5908417d1e,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/62694abdb221dd5908417d1e,http://host.docker.internal:1200/xiaoyuzhou/podcast/62694abdb221dd5908417d1e,docker-host,local_xml_url,False,19,dead,P2
19,"{""feed_url"": ""https://51cg1.com/feed/"", ""local_xml_url"": """", ""row_index"": 20, ""source_category"": ""其他"", ""source_name"": ""51吃瓜网 - 吃瓜爆料第一站，全网最快最全的吃瓜平台"", ""xml_url"": ""https://51cg1.com/feed/""}",51吃瓜网 - 吃瓜爆料第一站，全网最快最全的吃瓜平台,其他,,https://51cg1.com/feed/,https://51cg1.com/feed/,docker-host,xml_url,False,20,active,P2
20,"{""feed_url"": ""https://web2rss.cc/feed/rebang.today?preview=true"", ""local_xml_url"": """", ""row_index"": 21, ""source_category"": ""Articles"", ""source_name"": ""今日热榜"", ""xml_url"": ""https://web2rss.cc/feed/rebang.today?preview=true""}",今日热榜,Articles,,https://web2rss.cc/feed/rebang.today?preview=true,https://web2rss.cc/feed/rebang.today?preview=true,docker-host,xml_url,False,21,active,P2
21,"{""feed_url"": ""https://www.usmacd.com/atom.xml"", ""local_xml_url"": """", ""row_index"": 22, ""source_category"": ""Articles"", ""source_name"": ""安全代码"", ""xml_url"": ""https://www.usmacd.com/atom.xml""}",安全代码,Articles,,https://www.usmacd.com/atom.xml,https://www.usmacd.com/atom.xml,docker-host,xml_url,False,22,active,P2
22,"{""feed_url"": ""https://lawtee.com/index.xml"", ""local_xml_url"": """", ""row_index"": 23, ""source_category"": ""Articles"", ""source_name"": ""老T博客"", ""xml_url"": ""https://lawtee.com/index.xml""}",老T博客,Articles,,https://lawtee.com/index.xml,https://lawtee.com/index.xml,docker-host,xml_url,False,23,active,P2
23,"{""feed_url"": ""https://www.appinn.com/feed/"", ""local_xml_url"": """", ""row_index"": 24, ""source_category"": ""科技与编程"", ""source_name"": ""小众软件"", ""xml_url"": ""https://www.appinn.com/feed/""}",小众软件,科技与编程,,https://www.appinn.com/feed/,https://www.appinn.com/feed/,docker-host,xml_url,False,24,active,P2
24,"{""feed_url"": ""http://host.docker.internal:1200/hellogithub/volume"", ""local_xml_url"": ""http://127.0.0.1:1200/hellogithub/volume"", ""row_index"": 25, ""source_category"": ""科技与编程"", ""source_name"": ""HelloGithub - 月刊"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/hellogithub/volume""}",HelloGithub - 月刊,科技与编程,http://127.0.0.1:1200/hellogithub/volume,https://macmini-rsshub.tail99ecfa.ts.net/hellogithub/volume,http://host.docker.internal:1200/hellogithub/volume,docker-host,local_xml_url,False,25,active,P2
25,"{""feed_url"": ""https://s.baoyu.io/feed.xml"", ""local_xml_url"": """", ""row_index"": 26, ""source_category"": ""科技与编程"", ""source_name"": ""宝玉的分享"", ""xml_url"": ""https://s.baoyu.io/feed.xml""}",宝玉的分享,科技与编程,,https://s.baoyu.io/feed.xml,https://s.baoyu.io/feed.xml,docker-host,xml_url,False,26,active,P2
26,"{""feed_url"": ""https://feeds.feedburner.com/ruanyifeng"", ""local_xml_url"": """", ""row_index"": 27, ""source_category"": ""科技与编程"", ""source_name"": ""阮一峰的网络日志"", ""xml_url"": ""https://feeds.feedburner.com/ruanyifeng""}",阮一峰的网络日志,科技与编程,,https://feeds.feedburner.com/ruanyifeng,https://feeds.feedburner.com/ruanyifeng,docker-host,xml_url,False,27,active,P2
27,"{""feed_url"": ""https://www.ftium4.com/rss.xml"", ""local_xml_url"": """", ""row_index"": 28, ""source_category"": ""科技与编程"", ""source_name"": ""龙爪槐守望者"", ""xml_url"": ""https://www.ftium4.com/rss.xml""}",龙爪槐守望者,科技与编程,,https://www.ftium4.com/rss.xml,https://www.ftium4.com/rss.xml,docker-host,xml_url,False,28,active,P2
28,"{""feed_url"": ""https://tool.bcrjl.com/snzy-rss/"", ""local_xml_url"": """", ""row_index"": 29, ""source_category"": ""科技与编程"", ""source_name"": ""十年之约聚合订阅"", ""xml_url"": ""https://tool.bcrjl.com/snzy-rss/""}",十年之约聚合订阅,科技与编程,,https://tool.bcrjl.com/snzy-rss/,https://tool.bcrjl.com/snzy-rss/,docker-host,xml_url,False,29,active,P2
29,"{""feed_url"": ""https://rss.utgd.net/feed/"", ""local_xml_url"": """", ""row_index"": 30, ""source_category"": ""科技与编程"", ""source_name"": ""#UNTAG"", ""xml_url"": ""https://rss.utgd.net/feed/""}",#UNTAG,科技与编程,,https://rss.utgd.net/feed/,https://rss.utgd.net/feed/,docker-host,xml_url,False,30,active,P2
30,"{""feed_url"": ""https://weekly.love/feed/atom"", ""local_xml_url"": """", ""row_index"": 31, ""source_category"": ""科技与编程"", ""source_name"": ""混沌周刊"", ""xml_url"": ""https://weekly.love/feed/atom""}",混沌周刊,科技与编程,,https://weekly.love/feed/atom,https://weekly.love/feed/atom,docker-host,xml_url,False,31,active,P2
31,"{""feed_url"": ""https://channel.ccino.org/rss.xml"", ""local_xml_url"": """", ""row_index"": 32, ""source_category"": ""科技与编程"", ""source_name"": ""🔔科技频道[奇诺分享-ccino.org]⚡️"", ""xml_url"": ""https://channel.ccino.org/rss.xml""}",🔔科技频道[奇诺分享-ccino.org]⚡️,科技与编程,,https://channel.ccino.org/rss.xml,https://channel.ccino.org/rss.xml,docker-host,xml_url,False,32,active,P2
32,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3279284299.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3279284299.atom"", ""row_index"": 33, ""source_category"": ""微信公众号"", ""source_name"": ""猴猴说话"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3279284299.atom""}",猴猴说话,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3279284299.atom,http://192.168.1.6:8003/feed/MP_WXS_3279284299.atom,http://host.docker.internal:8003/feed/MP_WXS_3279284299.atom,docker-host,local_xml_url,False,33,active,P2
33,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3239649460.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3239649460.atom"", ""row_index"": 34, ""source_category"": ""微信公众号"", ""source_name"": ""潦草学者"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3239649460.atom""}",潦草学者,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3239649460.atom,http://192.168.1.6:8003/feed/MP_WXS_3239649460.atom,http://host.docker.internal:8003/feed/MP_WXS_3239649460.atom,docker-host,local_xml_url,False,34,active,P2
34,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3015646136.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3015646136.atom"", ""row_index"": 35, ""source_category"": ""微信公众号"", ""source_name"": ""L先生说"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3015646136.atom""}",L先生说,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3015646136.atom,http://192.168.1.6:8003/feed/MP_WXS_3015646136.atom,http://host.docker.internal:8003/feed/MP_WXS_3015646136.atom,docker-host,local_xml_url,False,35,active,P2
35,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3944297233.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3944297233.atom"", ""row_index"": 36, ""source_category"": ""微信公众号"", ""source_name"": ""常青说"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3944297233.atom""}",常青说,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3944297233.atom,http://192.168.1.6:8003/feed/MP_WXS_3944297233.atom,http://host.docker.internal:8003/feed/MP_WXS_3944297233.atom,docker-host,local_xml_url,False,36,active,P2
36,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3097885397.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3097885397.atom"", ""row_index"": 37, ""source_category"": ""微信公众号"", ""source_name"": ""啊桂实验室"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3097885397.atom""}",啊桂实验室,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3097885397.atom,http://192.168.1.6:8003/feed/MP_WXS_3097885397.atom,http://host.docker.internal:8003/feed/MP_WXS_3097885397.atom,docker-host,local_xml_url,False,37,active,P2
37,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_2391461928.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_2391461928.atom"", ""row_index"": 38, ""source_category"": ""微信公众号"", ""source_name"": ""大问题Dialectic"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_2391461928.atom""}",大问题Dialectic,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_2391461928.atom,http://192.168.1.6:8003/feed/MP_WXS_2391461928.atom,http://host.docker.internal:8003/feed/MP_WXS_2391461928.atom,docker-host,local_xml_url,False,38,active,P2
38,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3220087653.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3220087653.atom"", ""row_index"": 39, ""source_category"": ""微信公众号"", ""source_name"": ""ONE字幕组"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3220087653.atom""}",ONE字幕组,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3220087653.atom,http://192.168.1.6:8003/feed/MP_WXS_3220087653.atom,http://host.docker.internal:8003/feed/MP_WXS_3220087653.atom,docker-host,local_xml_url,False,39,active,P2
39,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_2396013984.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_2396013984.atom"", ""row_index"": 40, ""source_category"": ""微信公众号"", ""source_name"": ""everystep"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_2396013984.atom""}",everystep,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_2396013984.atom,http://192.168.1.6:8003/feed/MP_WXS_2396013984.atom,http://host.docker.internal:8003/feed/MP_WXS_2396013984.atom,docker-host,local_xml_url,False,40,active,P2
40,"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3097360004.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3097360004.atom"", ""row_index"": 41, ""source_category"": ""微信公众号"", ""source_name"": ""走路"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3097360004.atom""}",走路,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3097360004.atom,http://192.168.1.6:8003/feed/MP_WXS_3097360004.atom,http://host.docker.internal:8003/feed/MP_WXS_3097360004.atom,docker-host,local_xml_url,False,41,active,P2
41,"{""feed_url"": ""https://plink.anyfeeder.com/weixin/vistaweek"", ""local_xml_url"": """", ""row_index"": 42, ""source_category"": ""社评"", ""source_name"": ""Vista看天下"", ""xml_url"": ""https://plink.anyfeeder.com/weixin/vistaweek""}",Vista看天下,社评,,https://plink.anyfeeder.com/weixin/vistaweek,https://plink.anyfeeder.com/weixin/vistaweek,docker-host,xml_url,False,42,active,P2
42,"{""feed_url"": ""https://codechina.org/feed/"", ""local_xml_url"": """", ""row_index"": 43, ""source_category"": ""社评"", ""source_name"": ""Tinyfool的个人网站"", ""xml_url"": ""https://codechina.org/feed/""}",Tinyfool的个人网站,社评,,https://codechina.org/feed/,https://codechina.org/feed/,docker-host,xml_url,False,43,active,P2
43,"{""feed_url"": ""https://wewe-rss.jerrylf.uk/feeds/MP_WXS_3002603832.json"", ""local_xml_url"": """", ""row_index"": 44, ""source_category"": ""社评"", ""source_name"": ""刘夙的科技世界"", ""xml_url"": ""https://wewe-rss.jerrylf.uk/feeds/MP_WXS_3002603832.json""}",刘夙的科技世界,社评,,https://wewe-rss.jerrylf.uk/feeds/MP_WXS_3002603832.json,https://wewe-rss.jerrylf.uk/feeds/MP_WXS_3002603832.json,docker-host,xml_url,False,44,active,P2
44,"{""feed_url"": ""https://the.bi/s/rawbbyu2zgmy32"", ""local_xml_url"": """", ""row_index"": 45, ""source_category"": ""社评"", ""source_name"": ""三联生活周刊 Lifeweek"", ""xml_url"": ""https://the.bi/s/rawbbyu2zgmy32""}",三联生活周刊 Lifeweek,社评,,https://the.bi/s/rawbbyu2zgmy32,https://the.bi/s/rawbbyu2zgmy32,docker-host,xml_url,False,45,active,P2
45,"{""feed_url"": ""http://host.docker.internal:1200/wyzxwk/article"", ""local_xml_url"": ""http://127.0.0.1:1200/wyzxwk/article"", ""row_index"": 46, ""source_category"": ""社评"", ""source_name"": ""时代观察 - 乌有之乡网刊"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/wyzxwk/article""}",时代观察 - 乌有之乡网刊,社评,http://127.0.0.1:1200/wyzxwk/article,https://macmini-rsshub.tail99ecfa.ts.net/wyzxwk/article,http://host.docker.internal:1200/wyzxwk/article,docker-host,local_xml_url,False,46,dead,P2
46,"{""feed_url"": ""http://host.docker.internal:1200/jike/topic/553870e8e4b0cafb0a1bef68"", ""local_xml_url"": ""http://127.0.0.1:1200/jike/topic/553870e8e4b0cafb0a1bef68"", ""row_index"": 47, ""source_category"": ""国内外资讯"", ""source_name"": ""一觉醒来发生了什么 - 即刻圈子"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/553870e8e4b0cafb0a1bef68""}",一觉醒来发生了什么 - 即刻圈子,国内外资讯,http://127.0.0.1:1200/jike/topic/553870e8e4b0cafb0a1bef68,https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/553870e8e4b0cafb0a1bef68,http://host.docker.internal:1200/jike/topic/553870e8e4b0cafb0a1bef68,docker-host,local_xml_url,False,47,active,P2
47,"{""feed_url"": ""http://host.docker.internal:1200/dx2025"", ""local_xml_url"": ""http://127.0.0.1:1200/dx2025"", ""row_index"": 48, ""source_category"": ""国内外资讯"", ""source_name"": ""东西智库 – 专注中国制造业高质量发展"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/dx2025""}",东西智库 – 专注中国制造业高质量发展,国内外资讯,http://127.0.0.1:1200/dx2025,https://macmini-rsshub.tail99ecfa.ts.net/dx2025,http://host.docker.internal:1200/dx2025,docker-host,local_xml_url,False,48,dead,P2
48,"{""feed_url"": ""http://host.docker.internal:1200/gov/zhengce/zuixin"", ""local_xml_url"": ""http://127.0.0.1:1200/gov/zhengce/zuixin"", ""row_index"": 49, ""source_category"": ""国内政策"", ""source_name"": ""中国政府网 - 最新政策"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/gov/zhengce/zuixin""}",中国政府网 - 最新政策,国内政策,http://127.0.0.1:1200/gov/zhengce/zuixin,https://macmini-rsshub.tail99ecfa.ts.net/gov/zhengce/zuixin,http://host.docker.internal:1200/gov/zhengce/zuixin,docker-host,local_xml_url,False,49,dead,P2
49,"{""feed_url"": ""http://host.docker.internal:1200/gov/zhengce/zhengceku/bmwj"", ""local_xml_url"": ""http://127.0.0.1:1200/gov/zhengce/zhengceku/bmwj"", ""row_index"": 50, ""source_category"": ""国内政策"", ""source_name"": ""- 政府文件库"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/gov/zhengce/zhengceku/bmwj""}",- 政府文件库,国内政策,http://127.0.0.1:1200/gov/zhengce/zhengceku/bmwj,https://macmini-rsshub.tail99ecfa.ts.net/gov/zhengce/zhengceku/bmwj,http://host.docker.internal:1200/gov/zhengce/zhengceku/bmwj,docker-host,local_xml_url,False,50,active,P2
50,"{""feed_url"": ""https://wuyagege.substack.com/feed"", ""local_xml_url"": """", ""row_index"": 51, ""source_category"": ""Articles"", ""source_name"": ""不如读书"", ""xml_url"": ""https://wuyagege.substack.com/feed""}",不如读书,Articles,,https://wuyagege.substack.com/feed,https://wuyagege.substack.com/feed,docker-host,xml_url,False,51,active,P2
51,"{""feed_url"": ""https://lukaspetersson.com/feed.xml"", ""local_xml_url"": """", ""row_index"": 52, ""source_category"": ""Articles"", ""source_name"": ""Lukas Petersson’s blog"", ""xml_url"": ""https://lukaspetersson.com/feed.xml""}",Lukas Petersson’s blog,Articles,,https://lukaspetersson.com/feed.xml,https://lukaspetersson.com/feed.xml,docker-host,xml_url,False,52,active,P2
52,"{""feed_url"": ""http://host.docker.internal:1200/1point3acres/category/%E6%97%A5%E6%9C%AC"", ""local_xml_url"": ""http://127.0.0.1:1200/1point3acres/category/%E6%97%A5%E6%9C%AC"", ""row_index"": 53, ""source_category"": ""Articles"", ""source_name"": ""一亩三分地 - 日本热门帖子"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/1point3acres/category/%E6%97%A5%E6%9C%AC""}",一亩三分地 - 日本热门帖子,Articles,http://127.0.0.1:1200/1point3acres/category/%E6%97%A5%E6%9C%AC,https://macmini-rsshub.tail99ecfa.ts.net/1point3acres/category/%E6%97%A5%E6%9C%AC,http://host.docker.internal:1200/1point3acres/category/%E6%97%A5%E6%9C%AC,docker-host,local_xml_url,False,53,dead,P2
53,"{""feed_url"": ""https://toolight.cn/open/p/weekly/atom.xml"", ""local_xml_url"": """", ""row_index"": 54, ""source_category"": ""Articles"", ""source_name"": ""偷懒爱好者周刊"", ""xml_url"": ""https://toolight.cn/open/p/weekly/atom.xml""}",偷懒爱好者周刊,Articles,,https://toolight.cn/open/p/weekly/atom.xml,https://toolight.cn/open/p/weekly/atom.xml,docker-host,xml_url,False,54,active,P2
54,"{""feed_url"": ""https://letters.geekplux.com/rss/"", ""local_xml_url"": """", ""row_index"": 55, ""source_category"": ""Articles"", ""source_name"": ""GeekPlux Letters"", ""xml_url"": ""https://letters.geekplux.com/rss/""}",GeekPlux Letters,Articles,,https://letters.geekplux.com/rss/,https://letters.geekplux.com/rss/,docker-host,xml_url,False,55,active,P2
55,"{""feed_url"": ""https://gapis.money/rss.xml"", ""local_xml_url"": """", ""row_index"": 56, ""source_category"": ""Articles"", ""source_name"": ""信息差——独立开发者出海周刊"", ""xml_url"": ""https://gapis.money/rss.xml""}",信息差——独立开发者出海周刊,Articles,,https://gapis.money/rss.xml,https://gapis.money/rss.xml,docker-host,xml_url,False,56,active,P2
56,"{""feed_url"": ""https://joojen.com/feed"", ""local_xml_url"": """", ""row_index"": 57, ""source_category"": ""Articles"", ""source_name"": ""joojen Zhou 的网站"", ""xml_url"": ""https://joojen.com/feed""}",joojen Zhou 的网站,Articles,,https://joojen.com/feed,https://joojen.com/feed,docker-host,xml_url,False,57,active,P2
57,"{""feed_url"": ""https://weqoocu.com/feed"", ""local_xml_url"": """", ""row_index"": 58, ""source_category"": ""Articles"", ""source_name"": ""周刊 归档 - 酷口家数字花园"", ""xml_url"": ""https://weqoocu.com/feed""}",周刊 归档 - 酷口家数字花园,Articles,,https://weqoocu.com/feed,https://weqoocu.com/feed,docker-host,xml_url,False,58,active,P2
58,"{""feed_url"": ""https://liduos.com/atom.xml"", ""local_xml_url"": """", ""row_index"": 59, ""source_category"": ""Articles"", ""source_name"": ""莫尔索随笔"", ""xml_url"": ""https://liduos.com/atom.xml""}",莫尔索随笔,Articles,,https://liduos.com/atom.xml,https://liduos.com/atom.xml,docker-host,xml_url,False,59,active,P2
59,"{""feed_url"": ""https://magazine.sebastianraschka.com/feed"", ""local_xml_url"": """", ""row_index"": 60, ""source_category"": ""Articles"", ""source_name"": ""Ahead of AI"", ""xml_url"": ""https://magazine.sebastianraschka.com/feed""}",Ahead of AI,Articles,,https://magazine.sebastianraschka.com/feed,https://magazine.sebastianraschka.com/feed,docker-host,xml_url,False,60,active,P2
60,"{""feed_url"": ""https://wechat2rss.bestblogs.dev/feed/1fc32fedbf5da37e8e819a9298ae80724c12cb03.xml"", ""local_xml_url"": """", ""row_index"": 61, ""source_category"": ""Articles"", ""source_name"": ""歸藏的AI工具箱"", ""xml_url"": ""https://wechat2rss.bestblogs.dev/feed/1fc32fedbf5da37e8e819a9298ae80724c12cb03.xml""}",歸藏的AI工具箱,Articles,,https://wechat2rss.bestblogs.dev/feed/1fc32fedbf5da37e8e819a9298ae80724c12cb03.xml,https://wechat2rss.bestblogs.dev/feed/1fc32fedbf5da37e8e819a9298ae80724c12cb03.xml,docker-host,xml_url,False,61,active,P2
